country,year_week,new_cases,number_sequenced,percent_cases_sequenced,variant,number_detections_variant,percent_variant
Spain,2020-11-22,115646,114.0,0.1,P.1,0,0.0
Sweden,2020-11-22,30138,35.0,0.1,P.1,0,0.0
Austria,2020-11-29,42630,13.0,0.0,B.1.1.7,0,0.0
Belgium,2020-11-29,20443,91.0,0.4,B.1.1.7,0,0.0
Bulgaria,2020-11-29,23569,0.0,0.0,B.1.1.7,0,
Croatia,2020-11-29,19512,0.0,0.0,B.1.1.7,0,
Cyprus,2020-11-29,1465,1.0,0.1,B.1.1.7,0,0.0
Czechia,2020-11-29,32147,7.0,0.0,B.1.1.7,0,0.0
Denmark,2020-11-29,8349,1516.0,18.2,B.1.1.7,0,0.0
Estonia,2020-11-29,2087,0.0,0.0,B.1.1.7,0,
Finland,2020-11-29,2324,46.0,2.0,B.1.1.7,0,0.0
France,2020-11-29,158381,105.0,0.1,B.1.1.7,1,1.0
Germany,2020-11-29,127806,116.0,0.1,B.1.1.7,0,0.0
Greece,2020-11-29,17414,0.0,0.0,B.1.1.7,0,
Hungary,2020-11-29,30496,0.0,0.0,B.1.1.7,0,
Iceland,2020-11-29,88,69.0,78.4,B.1.1.7,0,0.0
Ireland,2020-11-29,2558,60.0,2.3,B.1.1.7,0,0.0
Italy,2020-11-29,230339,78.0,0.0,B.1.1.7,0,0.0
Latvia,2020-11-29,2573,1.0,0.0,B.1.1.7,0,0.0
Liechtenstein,2020-11-29,127,1.0,0.8,B.1.1.7,0,0.0
Lithuania,2020-11-29,12289,9.0,0.1,B.1.1.7,0,0.0
Luxembourg,2020-11-29,3789,210.0,5.5,B.1.1.7,0,0.0
Malta,2020-11-29,867,0.0,0.0,B.1.1.7,0,
Netherlands,2020-11-29,36725,198.0,0.5,B.1.1.7,0,0.0
Norway,2020-11-29,4212,52.0,1.2,B.1.1.7,0,0.0
Poland,2020-11-29,148359,13.0,0.0,B.1.1.7,0,0.0
Portugal,2020-11-29,43457,32.0,0.1,B.1.1.7,0,0.0
Romania,2020-11-29,58364,5.0,0.0,B.1.1.7,0,0.0
Slovakia,2020-11-29,9474,4.0,0.0,B.1.1.7,0,0.0
Slovenia,2020-11-29,10266,3.0,0.0,B.1.1.7,0,0.0
Spain,2020-11-29,85752,120.0,0.1,B.1.1.7,0,0.0
Sweden,2020-11-29,33277,37.0,0.1,B.1.1.7,0,0.0
Austria,2020-11-29,42630,13.0,0.0,B.1.351,0,0.0
Belgium,2020-11-29,20443,91.0,0.4,B.1.351,0,0.0
Bulgaria,2020-11-29,23569,0.0,0.0,B.1.351,0,
Croatia,2020-11-29,19512,0.0,0.0,B.1.351,0,
Cyprus,2020-11-29,1465,1.0,0.1,B.1.351,0,0.0
Czechia,2020-11-29,32147,7.0,0.0,B.1.351,0,0.0
Denmark,2020-11-29,8349,1516.0,18.2,B.1.351,0,0.0
Estonia,2020-11-29,2087,0.0,0.0,B.1.351,0,
Finland,2020-11-29,2324,46.0,2.0,B.1.351,0,0.0
France,2020-11-29,158381,105.0,0.1,B.1.351,0,0.0
Germany,2020-11-29,127806,116.0,0.1,B.1.351,0,0.0
Greece,2020-11-29,17414,0.0,0.0,B.1.351,0,
Hungary,2020-11-29,30496,0.0,0.0,B.1.351,0,
Iceland,2020-11-29,88,69.0,78.4,B.1.351,0,0.0
Ireland,2020-11-29,2558,60.0,2.3,B.1.351,0,0.0
Italy,2020-11-29,230339,78.0,0.0,B.1.351,0,0.0
Latvia,2020-11-29,2573,1.0,0.0,B.1.351,0,0.0
Liechtenstein,2020-11-29,127,1.0,0.8,B.1.351,0,0.0
Lithuania,2020-11-29,12289,9.0,0.1,B.1.351,0,0.0
Luxembourg,2020-11-29,3789,210.0,5.5,B.1.351,0,0.0
Malta,2020-11-29,867,0.0,0.0,B.1.351,0,
Netherlands,2020-11-29,36725,198.0,0.5,B.1.351,0,0.0
Norway,2020-11-29,4212,52.0,1.2,B.1.351,0,0.0
Poland,2020-11-29,148359,13.0,0.0,B.1.351,0,0.0
Portugal,2020-11-29,43457,32.0,0.1,B.1.351,0,0.0
Romania,2020-11-29,58364,5.0,0.0,B.1.351,0,0.0
Slovakia,2020-11-29,9474,4.0,0.0,B.1.351,0,0.0
Slovenia,2020-11-29,10266,3.0,0.0,B.1.351,0,0.0
Spain,2020-11-29,85752,120.0,0.1,B.1.351,0,0.0
Sweden,2020-11-29,33277,37.0,0.1,B.1.351,0,0.0
Austria,2020-11-29,42630,13.0,0.0,Other,13,100.0
Belgium,2020-11-29,20443,91.0,0.4,Other,91,100.0
Bulgaria,2020-11-29,23569,0.0,0.0,Other,0,
Croatia,2020-11-29,19512,0.0,0.0,Other,0,
Cyprus,2020-11-29,1465,1.0,0.1,Other,1,100.0
Czechia,2020-11-29,32147,7.0,0.0,Other,7,100.0
Denmark,2020-11-29,8349,1516.0,18.2,Other,1516,100.0
Estonia,2020-11-29,2087,0.0,0.0,Other,0,
Finland,2020-11-29,2324,46.0,2.0,Other,46,100.0
France,2020-11-29,158381,105.0,0.1,Other,104,99.0
Germany,2020-11-29,127806,116.0,0.1,Other,116,100.0
Greece,2020-11-29,17414,0.0,0.0,Other,0,
Hungary,2020-11-29,30496,0.0,0.0,Other,0,
Iceland,2020-11-29,88,69.0,78.4,Other,69,100.0
Ireland,2020-11-29,2558,60.0,2.3,Other,60,100.0
Italy,2020-11-29,230339,78.0,0.0,Other,78,100.0
Latvia,2020-11-29,2573,1.0,0.0,Other,1,100.0
Liechtenstein,2020-11-29,127,1.0,0.8,Other,1,100.0
Lithuania,2020-11-29,12289,9.0,0.1,Other,9,100.0
Luxembourg,2020-11-29,3789,210.0,5.5,Other,210,100.0
Malta,2020-11-29,867,0.0,0.0,Other,0,
Netherlands,2020-11-29,36725,198.0,0.5,Other,198,100.0
Norway,2020-11-29,4212,52.0,1.2,Other,52,100.0
Poland,2020-11-29,148359,13.0,0.0,Other,13,100.0
Portugal,2020-11-29,43457,32.0,0.1,Other,32,100.0
Romania,2020-11-29,58364,5.0,0.0,Other,5,100.0
Slovakia,2020-11-29,9474,4.0,0.0,Other,4,100.0
Slovenia,2020-11-29,10266,3.0,0.0,Other,3,100.0
Spain,2020-11-29,85752,120.0,0.1,Other,120,100.0
Sweden,2020-11-29,33277,37.0,0.1,Other,37,100.0
Austria,2020-11-29,42630,13.0,0.0,P.1,0,0.0
Belgium,2020-11-29,20443,91.0,0.4,P.1,0,0.0
Bulgaria,2020-11-29,23569,0.0,0.0,P.1,0,
Croatia,2020-11-29,19512,0.0,0.0,P.1,0,
Cyprus,2020-11-29,1465,1.0,0.1,P.1,0,0.0
Czechia,2020-11-29,32147,7.0,0.0,P.1,0,0.0
Denmark,2020-11-29,8349,1516.0,18.2,P.1,0,0.0
Estonia,2020-11-29,2087,0.0,0.0,P.1,0,
Finland,2020-11-29,2324,46.0,2.0,P.1,0,0.0
France,2020-11-29,158381,105.0,0.1,P.1,0,0.0
Germany,2020-11-29,127806,116.0,0.1,P.1,0,0.0
Greece,2020-11-29,17414,0.0,0.0,P.1,0,
Hungary,2020-11-29,30496,0.0,0.0,P.1,0,
Iceland,2020-11-29,88,69.0,78.4,P.1,0,0.0
Ireland,2020-11-29,2558,60.0,2.3,P.1,0,0.0
Italy,2020-11-29,230339,78.0,0.0,P.1,0,0.0
Latvia,2020-11-29,2573,1.0,0.0,P.1,0,0.0
Liechtenstein,2020-11-29,127,1.0,0.8,P.1,0,0.0
Lithuania,2020-11-29,12289,9.0,0.1,P.1,0,0.0
Luxembourg,2020-11-29,3789,210.0,5.5,P.1,0,0.0
Malta,2020-11-29,867,0.0,0.0,P.1,0,
Netherlands,2020-11-29,36725,198.0,0.5,P.1,0,0.0
Norway,2020-11-29,4212,52.0,1.2,P.1,0,0.0
Poland,2020-11-29,148359,13.0,0.0,P.1,0,0.0
Portugal,2020-11-29,43457,32.0,0.1,P.1,0,0.0
Romania,2020-11-29,58364,5.0,0.0,P.1,0,0.0
Slovakia,2020-11-29,9474,4.0,0.0,P.1,0,0.0
Slovenia,2020-11-29,10266,3.0,0.0,P.1,0,0.0
Spain,2020-11-29,85752,120.0,0.1,P.1,0,0.0
Sweden,2020-11-29,33277,37.0,0.1,P.1,0,0.0
Austria,2020-12-06,32058,68.0,0.2,B.1.1.7,0,0.0
Belgium,2020-12-06,15601,76.0,0.5,B.1.1.7,0,0.0
Bulgaria,2020-12-06,20666,0.0,0.0,B.1.1.7,0,
Croatia,2020-12-06,22894,0.0,0.0,B.1.1.7,0,
Cyprus,2020-12-06,1740,0.0,0.0,B.1.1.7,0,
Czechia,2020-12-06,27460,4.0,0.0,B.1.1.7,0,0.0
Denmark,2020-12-06,8867,1691.0,19.1,B.1.1.7,3,0.2
Estonia,2020-12-06,2328,0.0,0.0,B.1.1.7,0,
Finland,2020-12-06,2990,88.0,2.9,B.1.1.7,0,0.0
France,2020-12-06,78275,78.0,0.1,B.1.1.7,0,0.0
Germany,2020-12-06,124736,194.0,0.2,B.1.1.7,0,0.0
Greece,2020-12-06,12608,1.0,0.0,B.1.1.7,0,0.0
Hungary,2020-12-06,39170,0.0,0.0,B.1.1.7,0,
Iceland,2020-12-06,104,96.0,92.3,B.1.1.7,0,0.0
Ireland,2020-12-06,1780,76.0,4.3,B.1.1.7,0,0.0
Italy,2020-12-06,176310,132.0,0.1,B.1.1.7,0,0.0
Latvia,2020-12-06,3855,0.0,0.0,B.1.1.7,0,
Liechtenstein,2020-12-06,161,0.0,0.0,B.1.1.7,0,
Lithuania,2020-12-06,14278,18.0,0.1,B.1.1.7,0,0.0
Luxembourg,2020-12-06,3640,220.0,6.0,B.1.1.7,0,0.0
Malta,2020-12-06,869,0.0,0.0,B.1.1.7,0,
Netherlands,2020-12-06,34213,258.0,0.8,B.1.1.7,1,0.4
Norway,2020-12-06,3309,41.0,1.2,B.1.1.7,0,0.0
Poland,2020-12-06,123744,0.0,0.0,B.1.1.7,0,
Portugal,2020-12-06,34041,19.0,0.1,B.1.1.7,0,0.0
Romania,2020-12-06,52891,35.0,0.1,B.1.1.7,0,0.0
Slovakia,2020-12-06,9492,11.0,0.1,B.1.1.7,0,0.0
Slovenia,2020-12-06,10073,4.0,0.0,B.1.1.7,0,0.0
Spain,2020-12-06,65571,71.0,0.1,B.1.1.7,1,1.4
Sweden,2020-12-06,35163,62.0,0.2,B.1.1.7,0,0.0
Austria,2020-12-06,32058,68.0,0.2,B.1.351,0,0.0
Belgium,2020-12-06,15601,76.0,0.5,B.1.351,0,0.0
Bulgaria,2020-12-06,20666,0.0,0.0,B.1.351,0,
Croatia,2020-12-06,22894,0.0,0.0,B.1.351,0,
Cyprus,2020-12-06,1740,0.0,0.0,B.1.351,0,
Czechia,2020-12-06,27460,4.0,0.0,B.1.351,0,0.0
Denmark,2020-12-06,8867,1691.0,19.1,B.1.351,0,0.0
Estonia,2020-12-06,2328,0.0,0.0,B.1.351,0,
Finland,2020-12-06,2990,88.0,2.9,B.1.351,0,0.0
France,2020-12-06,78275,78.0,0.1,B.1.351,0,0.0
Germany,2020-12-06,124736,194.0,0.2,B.1.351,0,0.0
Greece,2020-12-06,12608,1.0,0.0,B.1.351,0,0.0
Hungary,2020-12-06,39170,0.0,0.0,B.1.351,0,
Iceland,2020-12-06,104,96.0,92.3,B.1.351,0,0.0
Ireland,2020-12-06,1780,76.0,4.3,B.1.351,0,0.0
Italy,2020-12-06,176310,132.0,0.1,B.1.351,0,0.0
Latvia,2020-12-06,3855,0.0,0.0,B.1.351,0,
Liechtenstein,2020-12-06,161,0.0,0.0,B.1.351,0,
Lithuania,2020-12-06,14278,18.0,0.1,B.1.351,0,0.0
Luxembourg,2020-12-06,3640,220.0,6.0,B.1.351,0,0.0
Malta,2020-12-06,869,0.0,0.0,B.1.351,0,
Netherlands,2020-12-06,34213,258.0,0.8,B.1.351,0,0.0
Norway,2020-12-06,3309,41.0,1.2,B.1.351,0,0.0
Poland,2020-12-06,123744,0.0,0.0,B.1.351,0,
Portugal,2020-12-06,34041,19.0,0.1,B.1.351,0,0.0
Romania,2020-12-06,52891,35.0,0.1,B.1.351,0,0.0
Slovakia,2020-12-06,9492,11.0,0.1,B.1.351,0,0.0
Slovenia,2020-12-06,10073,4.0,0.0,B.1.351,0,0.0
Spain,2020-12-06,65571,71.0,0.1,B.1.351,0,0.0
Sweden,2020-12-06,35163,62.0,0.2,B.1.351,0,0.0
Austria,2020-12-06,32058,68.0,0.2,Other,68,100.0
Belgium,2020-12-06,15601,76.0,0.5,Other,76,100.0
Bulgaria,2020-12-06,20666,0.0,0.0,Other,0,
Croatia,2020-12-06,22894,0.0,0.0,Other,0,
Cyprus,2020-12-06,1740,0.0,0.0,Other,0,
Czechia,2020-12-06,27460,4.0,0.0,Other,4,100.0
Denmark,2020-12-06,8867,1691.0,19.1,Other,1688,99.8
Estonia,2020-12-06,2328,0.0,0.0,Other,0,
Finland,2020-12-06,2990,88.0,2.9,Other,88,100.0
France,2020-12-06,78275,78.0,0.1,Other,78,100.0
Germany,2020-12-06,124736,194.0,0.2,Other,194,100.0
Greece,2020-12-06,12608,1.0,0.0,Other,1,100.0
Hungary,2020-12-06,39170,0.0,0.0,Other,0,
Iceland,2020-12-06,104,96.0,92.3,Other,96,100.0
Ireland,2020-12-06,1780,76.0,4.3,Other,76,100.0
Italy,2020-12-06,176310,132.0,0.1,Other,132,100.0
Latvia,2020-12-06,3855,0.0,0.0,Other,0,
Liechtenstein,2020-12-06,161,0.0,0.0,Other,0,
Lithuania,2020-12-06,14278,18.0,0.1,Other,18,100.0
Luxembourg,2020-12-06,3640,220.0,6.0,Other,220,100.0
Malta,2020-12-06,869,0.0,0.0,Other,0,
Netherlands,2020-12-06,34213,258.0,0.8,Other,257,99.6
Norway,2020-12-06,3309,41.0,1.2,Other,41,100.0
Poland,2020-12-06,123744,0.0,0.0,Other,0,
Portugal,2020-12-06,34041,19.0,0.1,Other,19,100.0
Romania,2020-12-06,52891,35.0,0.1,Other,35,100.0
Slovakia,2020-12-06,9492,11.0,0.1,Other,11,100.0
Slovenia,2020-12-06,10073,4.0,0.0,Other,4,100.0
Spain,2020-12-06,65571,71.0,0.1,Other,70,98.6
Sweden,2020-12-06,35163,62.0,0.2,Other,62,100.0
Austria,2020-12-06,32058,68.0,0.2,P.1,0,0.0
Belgium,2020-12-06,15601,76.0,0.5,P.1,0,0.0
Bulgaria,2020-12-06,20666,0.0,0.0,P.1,0,
Croatia,2020-12-06,22894,0.0,0.0,P.1,0,
Cyprus,2020-12-06,1740,0.0,0.0,P.1,0,
Czechia,2020-12-06,27460,4.0,0.0,P.1,0,0.0
Denmark,2020-12-06,8867,1691.0,19.1,P.1,0,0.0
Estonia,2020-12-06,2328,0.0,0.0,P.1,0,
Finland,2020-12-06,2990,88.0,2.9,P.1,0,0.0
France,2020-12-06,78275,78.0,0.1,P.1,0,0.0
Germany,2020-12-06,124736,194.0,0.2,P.1,0,0.0
Greece,2020-12-06,12608,1.0,0.0,P.1,0,0.0
Hungary,2020-12-06,39170,0.0,0.0,P.1,0,
Iceland,2020-12-06,104,96.0,92.3,P.1,0,0.0
Ireland,2020-12-06,1780,76.0,4.3,P.1,0,0.0
Italy,2020-12-06,176310,132.0,0.1,P.1,0,0.0
Latvia,2020-12-06,3855,0.0,0.0,P.1,0,
Liechtenstein,2020-12-06,161,0.0,0.0,P.1,0,
Lithuania,2020-12-06,14278,18.0,0.1,P.1,0,0.0
Luxembourg,2020-12-06,3640,220.0,6.0,P.1,0,0.0
Malta,2020-12-06,869,0.0,0.0,P.1,0,
Netherlands,2020-12-06,34213,258.0,0.8,P.1,0,0.0
Norway,2020-12-06,3309,41.0,1.2,P.1,0,0.0
Poland,2020-12-06,123744,0.0,0.0,P.1,0,
Portugal,2020-12-06,34041,19.0,0.1,P.1,0,0.0
Romania,2020-12-06,52891,35.0,0.1,P.1,0,0.0
Slovakia,2020-12-06,9492,11.0,0.1,P.1,0,0.0
Slovenia,2020-12-06,10073,4.0,0.0,P.1,0,0.0
Spain,2020-12-06,65571,71.0,0.1,P.1,0,0.0
Sweden,2020-12-06,35163,62.0,0.2,P.1,0,0.0
Austria,2020-12-13,22794,34.0,0.1,B.1.1.7,0,0.0
Belgium,2020-12-13,15343,65.0,0.4,B.1.1.7,3,4.6
Bulgaria,2020-12-13,18935,1.0,0.0,B.1.1.7,0,0.0
Croatia,2020-12-13,23741,0.0,0.0,B.1.1.7,0,
Cyprus,2020-12-13,2068,0.0,0.0,B.1.1.7,0,
Czechia,2020-12-13,27110,4.0,0.0,B.1.1.7,0,0.0
Denmark,2020-12-13,11251,2007.0,17.8,B.1.1.7,4,0.2
Estonia,2020-12-13,2926,0.0,0.0,B.1.1.7,0,
Finland,2020-12-13,3002,49.0,1.6,B.1.1.7,0,0.0
France,2020-12-13,74014,115.0,0.2,B.1.1.7,1,0.9
Germany,2020-12-13,129785,265.0,0.2,B.1.1.7,3,1.1
Greece,2020-12-13,11244,0.0,0.0,B.1.1.7,0,
Hungary,2020-12-13,37026,0.0,0.0,B.1.1.7,0,
Iceland,2020-12-13,101,88.0,87.1,B.1.1.7,1,1.1
Ireland,2020-12-13,2005,16.0,0.8,B.1.1.7,0,0.0
Italy,2020-12-13,143700,61.0,0.0,B.1.1.7,0,0.0
Latvia,2020-12-13,4338,0.0,0.0,B.1.1.7,0,
Liechtenstein,2020-12-13,123,2.0,1.6,B.1.1.7,0,0.0
Lithuania,2020-12-13,14711,181.0,1.2,B.1.1.7,0,0.0
Luxembourg,2020-12-13,3711,405.0,10.9,B.1.1.7,0,0.0
Malta,2020-12-13,786,0.0,0.0,B.1.1.7,0,
Netherlands,2020-12-13,38280,249.0,0.7,B.1.1.7,1,0.4
Norway,2020-12-13,2624,86.0,3.3,B.1.1.7,0,0.0
Poland,2020-12-13,78374,0.0,0.0,B.1.1.7,0,
Portugal,2020-12-13,27675,9.0,0.0,B.1.1.7,0,0.0
Romania,2020-12-13,42040,8.0,0.0,B.1.1.7,0,0.0
Slovakia,2020-12-13,10998,44.0,0.4,B.1.1.7,1,2.3
Slovenia,2020-12-13,10424,3.0,0.0,B.1.1.7,0,0.0
Spain,2020-12-13,54141,152.0,0.3,B.1.1.7,0,0.0
Sweden,2020-12-13,37139,59.0,0.2,B.1.1.7,0,0.0
Austria,2020-12-13,22794,34.0,0.1,B.1.351,0,0.0
Belgium,2020-12-13,15343,65.0,0.4,B.1.351,0,0.0
Bulgaria,2020-12-13,18935,1.0,0.0,B.1.351,0,0.0
Croatia,2020-12-13,23741,0.0,0.0,B.1.351,0,
Cyprus,2020-12-13,2068,0.0,0.0,B.1.351,0,
Czechia,2020-12-13,27110,4.0,0.0,B.1.351,0,0.0
Denmark,2020-12-13,11251,2007.0,17.8,B.1.351,0,0.0
Estonia,2020-12-13,2926,0.0,0.0,B.1.351,0,
Finland,2020-12-13,3002,49.0,1.6,B.1.351,0,0.0
France,2020-12-13,74014,115.0,0.2,B.1.351,0,0.0
Germany,2020-12-13,129785,265.0,0.2,B.1.351,0,0.0
Greece,2020-12-13,11244,0.0,0.0,B.1.351,0,
Hungary,2020-12-13,37026,0.0,0.0,B.1.351,0,
Iceland,2020-12-13,101,88.0,87.1,B.1.351,0,0.0
Ireland,2020-12-13,2005,16.0,0.8,B.1.351,0,0.0
Italy,2020-12-13,143700,61.0,0.0,B.1.351,0,0.0
Latvia,2020-12-13,4338,0.0,0.0,B.1.351,0,
Liechtenstein,2020-12-13,123,2.0,1.6,B.1.351,0,0.0
Lithuania,2020-12-13,14711,181.0,1.2,B.1.351,0,0.0
Luxembourg,2020-12-13,3711,405.0,10.9,B.1.351,0,0.0
Malta,2020-12-13,786,0.0,0.0,B.1.351,0,
Netherlands,2020-12-13,38280,249.0,0.7,B.1.351,0,0.0
Norway,2020-12-13,2624,86.0,3.3,B.1.351,0,0.0
Poland,2020-12-13,78374,0.0,0.0,B.1.351,0,
Portugal,2020-12-13,27675,9.0,0.0,B.1.351,0,0.0
Romania,2020-12-13,42040,8.0,0.0,B.1.351,0,0.0
Slovakia,2020-12-13,10998,44.0,0.4,B.1.351,0,0.0
Slovenia,2020-12-13,10424,3.0,0.0,B.1.351,0,0.0
Spain,2020-12-13,54141,152.0,0.3,B.1.351,0,0.0
Sweden,2020-12-13,37139,59.0,0.2,B.1.351,0,0.0
Austria,2020-12-13,22794,34.0,0.1,Other,34,100.0
Belgium,2020-12-13,15343,65.0,0.4,Other,62,95.4
Bulgaria,2020-12-13,18935,1.0,0.0,Other,1,100.0
Croatia,2020-12-13,23741,0.0,0.0,Other,0,
Cyprus,2020-12-13,2068,0.0,0.0,Other,0,
Czechia,2020-12-13,27110,4.0,0.0,Other,4,100.0
Denmark,2020-12-13,11251,2007.0,17.8,Other,2003,99.8
Estonia,2020-12-13,2926,0.0,0.0,Other,0,
Finland,2020-12-13,3002,49.0,1.6,Other,49,100.0
France,2020-12-13,74014,115.0,0.2,Other,114,99.1
Germany,2020-12-13,129785,265.0,0.2,Other,262,98.9
Greece,2020-12-13,11244,0.0,0.0,Other,0,
Hungary,2020-12-13,37026,0.0,0.0,Other,0,
Iceland,2020-12-13,101,88.0,87.1,Other,87,98.9
Ireland,2020-12-13,2005,16.0,0.8,Other,16,100.0
Italy,2020-12-13,143700,61.0,0.0,Other,61,100.0
Latvia,2020-12-13,4338,0.0,0.0,Other,0,
Liechtenstein,2020-12-13,123,2.0,1.6,Other,2,100.0
Lithuania,2020-12-13,14711,181.0,1.2,Other,181,100.0
Luxembourg,2020-12-13,3711,405.0,10.9,Other,405,100.0
Malta,2020-12-13,786,0.0,0.0,Other,0,
Netherlands,2020-12-13,38280,249.0,0.7,Other,248,99.6
Norway,2020-12-13,2624,86.0,3.3,Other,86,100.0
Poland,2020-12-13,78374,0.0,0.0,Other,0,
Portugal,2020-12-13,27675,9.0,0.0,Other,9,100.0
Romania,2020-12-13,42040,8.0,0.0,Other,8,100.0
Slovakia,2020-12-13,10998,44.0,0.4,Other,43,97.7
Slovenia,2020-12-13,10424,3.0,0.0,Other,3,100.0
Spain,2020-12-13,54141,152.0,0.3,Other,152,100.0
Sweden,2020-12-13,37139,59.0,0.2,Other,59,100.0
Austria,2020-12-13,22794,34.0,0.1,P.1,0,0.0
Belgium,2020-12-13,15343,65.0,0.4,P.1,0,0.0
Bulgaria,2020-12-13,18935,1.0,0.0,P.1,0,0.0
Croatia,2020-12-13,23741,0.0,0.0,P.1,0,
Cyprus,2020-12-13,2068,0.0,0.0,P.1,0,
Czechia,2020-12-13,27110,4.0,0.0,P.1,0,0.0
Denmark,2020-12-13,11251,2007.0,17.8,P.1,0,0.0
Estonia,2020-12-13,2926,0.0,0.0,P.1,0,
Finland,2020-12-13,3002,49.0,1.6,P.1,0,0.0
France,2020-12-13,74014,115.0,0.2,P.1,0,0.0
Germany,2020-12-13,129785,265.0,0.2,P.1,0,0.0
Greece,2020-12-13,11244,0.0,0.0,P.1,0,
Hungary,2020-12-13,37026,0.0,0.0,P.1,0,
Iceland,2020-12-13,101,88.0,87.1,P.1,0,0.0
Ireland,2020-12-13,2005,16.0,0.8,P.1,0,0.0
Italy,2020-12-13,143700,61.0,0.0,P.1,0,0.0
Latvia,2020-12-13,4338,0.0,0.0,P.1,0,
Liechtenstein,2020-12-13,123,2.0,1.6,P.1,0,0.0
Lithuania,2020-12-13,14711,181.0,1.2,P.1,0,0.0
Luxembourg,2020-12-13,3711,405.0,10.9,P.1,0,0.0
Malta,2020-12-13,786,0.0,0.0,P.1,0,
Netherlands,2020-12-13,38280,249.0,0.7,P.1,0,0.0
Norway,2020-12-13,2624,86.0,3.3,P.1,0,0.0
Poland,2020-12-13,78374,0.0,0.0,P.1,0,
Portugal,2020-12-13,27675,9.0,0.0,P.1,0,0.0
Romania,2020-12-13,42040,8.0,0.0,P.1,0,0.0
Slovakia,2020-12-13,10998,44.0,0.4,P.1,0,0.0
Slovenia,2020-12-13,10424,3.0,0.0,P.1,0,0.0
Spain,2020-12-13,54141,152.0,0.3,P.1,0,0.0
Sweden,2020-12-13,37139,59.0,0.2,P.1,0,0.0
Austria,2020-12-20,19060,7.0,0.0,B.1.1.7,0,0.0
Belgium,2020-12-20,17270,100.0,0.6,B.1.1.7,0,0.0
Bulgaria,2020-12-20,18028,16.0,0.1,B.1.1.7,1,6.2
Croatia,2020-12-20,25533,0.0,0.0,B.1.1.7,0,
Cyprus,2020-12-20,2650,0.0,0.0,B.1.1.7,0,
Czechia,2020-12-20,34246,8.0,0.0,B.1.1.7,0,0.0
Denmark,2020-12-20,19155,2658.0,13.9,B.1.1.7,11,0.4
Estonia,2020-12-20,3077,1.0,0.0,B.1.1.7,0,0.0
Finland,2020-12-20,3179,60.0,1.9,B.1.1.7,0,0.0
France,2020-12-20,84355,76.0,0.1,B.1.1.7,1,1.3
Germany,2020-12-20,153424,288.0,0.2,B.1.1.7,2,0.7
Greece,2020-12-20,9063,1.0,0.0,B.1.1.7,0,0.0
Hungary,2020-12-20,29722,1.0,0.0,B.1.1.7,0,0.0
Iceland,2020-12-20,75,63.0,84.0,B.1.1.7,0,0.0
Ireland,2020-12-20,1939,17.0,0.9,B.1.1.7,0,0.0
Italy,2020-12-20,114834,160.0,0.1,B.1.1.7,0,0.0
Latvia,2020-12-20,4362,1.0,0.0,B.1.1.7,0,0.0
Liechtenstein,2020-12-20,118,2.0,1.7,B.1.1.7,0,0.0
Lithuania,2020-12-20,18985,121.0,0.6,B.1.1.7,0,0.0
Luxembourg,2020-12-20,3588,373.0,10.4,B.1.1.7,0,0.0
Malta,2020-12-20,595,0.0,0.0,B.1.1.7,0,
Netherlands,2020-12-20,56193,360.0,0.6,B.1.1.7,5,1.4
Norway,2020-12-20,3632,113.0,3.1,B.1.1.7,3,2.7
Poland,2020-12-20,72227,0.0,0.0,B.1.1.7,0,
Portugal,2020-12-20,26270,8.0,0.0,B.1.1.7,1,12.5
Romania,2020-12-20,42759,17.0,0.0,B.1.1.7,0,0.0
Slovakia,2020-12-20,16253,0.0,0.0,B.1.1.7,0,
Slovenia,2020-12-20,10509,2.0,0.0,B.1.1.7,0,0.0
Spain,2020-12-20,49556,258.0,0.5,B.1.1.7,0,0.0
Sweden,2020-12-20,43383,60.0,0.1,B.1.1.7,0,0.0
Austria,2020-12-20,19060,7.0,0.0,B.1.351,0,0.0
Belgium,2020-12-20,17270,100.0,0.6,B.1.351,0,0.0
Bulgaria,2020-12-20,18028,16.0,0.1,B.1.351,0,0.0
Croatia,2020-12-20,25533,0.0,0.0,B.1.351,0,
Cyprus,2020-12-20,2650,0.0,0.0,B.1.351,0,
Czechia,2020-12-20,34246,8.0,0.0,B.1.351,0,0.0
Denmark,2020-12-20,19155,2658.0,13.9,B.1.351,0,0.0
Estonia,2020-12-20,3077,1.0,0.0,B.1.351,0,0.0
Finland,2020-12-20,3179,60.0,1.9,B.1.351,0,0.0
France,2020-12-20,84355,76.0,0.1,B.1.351,0,0.0
Germany,2020-12-20,153424,288.0,0.2,B.1.351,0,0.0
Greece,2020-12-20,9063,1.0,0.0,B.1.351,0,0.0
Hungary,2020-12-20,29722,1.0,0.0,B.1.351,0,0.0
Iceland,2020-12-20,75,63.0,84.0,B.1.351,0,0.0
Ireland,2020-12-20,1939,17.0,0.9,B.1.351,0,0.0
Italy,2020-12-20,114834,160.0,0.1,B.1.351,0,0.0
Latvia,2020-12-20,4362,1.0,0.0,B.1.351,0,0.0
Liechtenstein,2020-12-20,118,2.0,1.7,B.1.351,0,0.0
Lithuania,2020-12-20,18985,121.0,0.6,B.1.351,0,0.0
Luxembourg,2020-12-20,3588,373.0,10.4,B.1.351,0,0.0
Malta,2020-12-20,595,0.0,0.0,B.1.351,0,
Netherlands,2020-12-20,56193,360.0,0.6,B.1.351,0,0.0
